title,link,number_of_citation,article_type,publisher,publication_date,abstract,keyword,Unnamed: 0
Fuzzy optimised routing metric with mobility support for RPL,https://onlinelibrary.wiley.com/doi/10.1049/iet-com.2018.5562,4,Research Article,Wiley,2019,"Recently, many Internet of Things (IoT) applications have emerged with mobility as a fundamental requirement. The presence of a mobile node that changes location around the application domain affects the performance of the Routing Protocol for Low Power Lossy Network (RPL) designed for IoT, leading to repeated disruptions that cause data loss and more power dissipation. In this study, a fuzzy optimised routing metric with mobility support (FL-RPL) has been proposed to enhance the performance of the RPL. The fuzzy inference system considers various routing metrics to pick a suitable candidate parent as the preferred parent node to forward the data to the sink node. Further, timer functions have been added to maintain consistent neighbours to support mobility and seamless connectivity. The FL-RPL has been implemented and tested with different parameter settings for a practical scenario. The obtained simulation results clearly demonstrated that the proposed solution increased packet delivery ratio by approximately 12%, and reduced power consumption by 20% compared with the standard RPL.",none,
Primary user supported routing protocol for cognitive radio ad hoc networks in search of higher throughput,https://onlinelibrary.wiley.com/doi/10.1002/dac.5511,none,RESEARCH ARTICLE,Wiley,2023,"A routing protocol for cognitive radio ad hoc networks (CRAHNs), namely, primary user supported routing (PSR) is demonstrated in this research. Unlike existing routing protocols for CRAHN, where routing of cognitive users (CUs) is accomplished within CUs, in this proposed protocol, some of the primary users (PUs) support CUs to communicate, by forwarding CU packets. This service provided by PU is of voluntary nature. However, such assistance shall be provided by the PUs, only when they are idle, thereby, preserving the principles of cognitive radio networks (CRNs), which indicates that the operation of PU should not be disturbed by the CU activities. The proposed work is compared with cognitive ad hoc on-demand distance vector (CAODV) protocol. The performance parameters considered are routing overhead, rate of loss of packets, and e2e packet delay. PSR outperforms CAODV in all these performance parameters. There has been on average 26.25% improvement in routing overhead, 34.12% decrease in loss, and 27.01% improvement in e2e delivery in the proposed PSR.",none,
Resource optimization in UAV-assisted wireless networks—A comprehensive survey,https://onlinelibrary.wiley.com/doi/10.1002/ett.4464,6,SURVEY ARTICLE,Wiley,2022,"Unmanned aerial vehicles (UAVs) are inevitable to meet the requirements of future wireless networks. Recently, researchers have investigated diverse issues related to UAV-assisted networks (including placement of UAVs, resource management, and spectrum sharing) for a broad range of applications, including disaster management, data collection from the ground sensor network, surveillance, logistic support, etc. This article presents a comprehensive survey of recent advances in UAV-assisted networks. We mainly emphasize the optimization perspective of UAV-assisted wireless networks with different objectives, including coverage area, throughput, energy efficiency, quality of service, delay, and outage probability. We provide a detailed discussion for each objective with their constraints, optimization problem, solution approach, and performance metrics. We also provide relationships among different objectives and parameters considered in the literature. Finally, we list open research issues and future research directions to improve UAV-assisted wireless networks in the context of optimization.",none,
Performance Study and Optimization of 3D-MANET: A New Analytical Perspective Based on Zipf’s Law,https://onlinelibrary.wiley.com/doi/10.1155/2022/9904257,none,Research Article,Wiley,2022,"This paper studies the throughput capacity and delay scaling laws in a three-dimensional mobile ad hoc network (3D-MANET) under different routing schemes. Previous work generally assumed that nodes follow a uniform distribution or a power-law distribution to move in the network. From the perspective of the entire network, it is difficult for this network model to reflect communication entities’ distribution in real 3D space. Moreover, the research results of analyzing network performance using different routing schemes are limited, and the research work is insufficient. With formerly related studies different,we propose a cell-gridded network model that considers the actual environment with cells of the node aggregation degree, which follows Zipf’s law with exponent γ. And our model can cover a variety of distribution scenarios with changes in the γ value. The packet delivery rate, network capacity, and delay performance of 3D-MANET adopting the traditional two-hop nonredundant and redundant relay routing scheme are examined utilizing theoretical tools such as probability theory, random process, and queuing theory. We propose a wireless access point- (WAP-) enabled multihop relay routing scheme. By deploying WAP in cells with a high γ, nodes can access WAP and broadcast packets, which accelerates the delivery of packets, and the results obtained by applying this scheme indicate that compared with the two-hop relay scheme, the WAP multihop relay effectively improves the delay performance and the transmission efficiency with less loss of capacity performance. Additionally, a better delay-capacity trade-off performance is achieved. Finally, we discuss the influence of parameters such as the number of network nodes n, the number of network cells m, the redundancy r, and γ on the capacity and delay. The analysis results confirm that exploiting the users’ distribution status information and dividing the cells reasonably will save deployment costs and further improve network performance.",none,
Integrating CLDs and machine learning through hybridization for human-centric wireless networks,https://onlinelibrary.wiley.com/doi/10.1002/ett.4864,none,RESEARCH ARTICLE,Wiley,2023,"Wireless sensor networks, more commonly abbreviated as WSNs, have been regarded as helpful tool for managing human-centric applications. Nevertheless, the design of wireless systems that are accurate, efficient, and robust remains difficult due to the variables and dynamics of the wireless environment as well as the requirements of the users. Cross-layer designs along with the machine-learning techniques need to be integrated into a novel hybridization framework for human-centric wireless networks in order to simplify the process and make it more manageable. The purpose of the proposed framework is to enhance wireless sensor networks (WSNs) in terms of their energy efficiency, robustness, real-time performance, and scalability. In particular, machine learning are employed for the purpose of extracting features from sensor data, and the framework combines cross-layer optimization and RL in order to facilitate effective and adaptable communication and networking. In comparison to previous work in this field, the accuracy, energy consumption, robustness, real-time performance, and scalability of the proposed framework are all significantly improved. The hybridization framework that has been proposed provides a promising approach to addressing the challenges, and it can be of use to a variety of applications.",none,
Proficient link state routing in mobile ad hoc network-based deep Q-learning network optimized with chaotic bat swarm optimization algorithm,https://onlinelibrary.wiley.com/doi/10.1002/dac.5324,none,RESEARCH ARTICLE,Wiley,2022,"Mobile ad-hoc network (MANET) is a category of ad-hoc network that can be reconfigurable its network. MANETS are self-organized networks, that can use the wireless links to connect various networks via mobile nodes: but it consumes more energy and it also has routing problems. This is the major drawback of being connected with the MANET technology. Therefore, this study proposes a new protocol as deep Q-learning network optimized with chaotic bat swarm optimization algorithm (CBS)-based optimized link state routing (OLSR) (CBS-OLSR) for MANET. This protocol reduces MANET energy usage and adopts OLSR multi-point relay (MPR) technology. MANET's OLSR and the CBS algorithm utilize a similar method to locate the best optimum path from source to destination node. By embedding the new improved deep Q-learning and OLSR algorithms, both are used for optimizing the MPR sets selection, it can efficiently diminish the energy consumption in the network topology, but automatically increase the lifespan of the network. It also enhances the package delivery ratio and decreases end-to-end delay. The experimental outcomes prove that the proposed protocol is reliable and proficient that is appropriate for numerous MANET applications.",none,
Fault-tolerance based on augmenting approach in wireless sensor networks,https://onlinelibrary.wiley.com/doi/10.1002/cpe.7359,none,RESEARCH ARTICLE,Wiley,2022,"A critical node is a sensor whose failure causes loss of connectivity and network fragmentation. In wireless sensor networks, the failure of a critical node, like the failure of all sensor nodes, can be caused by energy depletion or physical failure. To overcome the problem of failure of such nodes, this article proposes a fault-tolerant strategy that allows a routing protocol to tolerate the failure of a critical node. The proposed strategy is carried out in two phases. In the first phase, a hybrid genetic algorithm with a local search heuristic called genetic algorithm-critical node problem (GA-CNP) is used to select the critical nodes and in the second phase, an algorithm called Aug-CNP is involved to deal with the augmentation problem by deploying additional wireless edges to preserve network connectivity in case of critical node failure. Our proposal has been developed using the OMNET++ simulator, evaluated, and compared to the AODV protocol. The simulation results showed that the GA-CNP algorithm selects the critical nodes whose failure can degrade the network lifetime with a rate of 40%. Moreover, the Aug-CNP algorithm applied to the AODV protocol brings improvements in terms of network lifetime which reaches 22% compared to the traditional AODV protocol.",none,
Collaborative Wireless Power Transfer in Wireless Rechargeable Sensor Networks,https://onlinelibrary.wiley.com/doi/10.1155/2020/9701531,18,Research Article,Wiley,2020,"Wireless power transfer techniques to transfer energy have been widely adopted by wireless rechargeable sensor networks (WRSNs). These techniques are aimed at increasing network lifetime by transferring power to end devices. Under these wireless techniques, the incurred charging latency to replenish the sensor nodes is considered as one of the major issues in wireless sensor networks (WSNs). Existing recharging schemes rely on rigid recharging schedules to recharge a WSN deployment using a single global charger. Although these schemes charge devices, they are not on-demand and incur higher charging latency affecting the lifetime of a WSN. This paper proposes a collaborative recharging technique to offload recharging workload to local chargers. Experiment results reveal that the proposed scheme maximizes average network lifetime and has better average charging throughput and charging latency compared to a global charger-based recharging.",none,
Location-based data delivery between vehicles and infrastructure,https://onlinelibrary.wiley.com/doi/10.1049/iet-its.2019.0375,4,Special Issue: AI Applications to Intelligent Vehicles for Advancing Intelligent Transport System,Wiley,2020,"Multi-hop routing in vehicular ad-hoc networks (VANETs) and wireless sensor networks has attracted significant interest of researchers in the wireless ad-hoc networks community. Most multi-hop routing protocols in VANET are based around the idea of choosing the next destination, which will provide the shortest-delay to reach a destination. To ensure better monitoring and reporting of road condition information, this study proposes location-based data forwarding through roadside sensors using k -shortest path routing combined with Q-learning. Q-learning is used for exploration of the sensing field to determine those sensors which have a higher queuing delay during peak hours as well as those which have comparatively lower delays. The use of Q-learning for exploration (sans routing) enables faster convergence for the sensors as compared to those techniques which utilise naive Q-learning for shortest path routing. Secondly, multi-hop routing is being combined with source coding (Huffman and Arithmetic coding) to compress the data payload of packets. This has shown some promising results for the VANETs employing dedicated short-range communication.",none,
Adaptive dynamic duty cycle mechanism for energy efficient medium access control in wireless multimedia sensor networks,https://onlinelibrary.wiley.com/doi/10.1002/ett.4364,1,RESEARCH ARTICLE,Wiley,2021,"Multimedia applications require significantly higher bandwidth than conventional textual applications. Furthermore, multimedia stream requires time sensitive and involves high-energy consumption, which become more challenging on resource constrained networks such as wireless multimedia sensor network (WMSN). As a result, developing an energy efficient algorithm to prolong the network lifetime is the main reoccurring issue in WMSN. Although the duty cycling mechanism has been proven to be an efficient solution for energy saving in various WSN applications, the tradeoff between energy efficiency and quality of service (QoS) on WMSN remains striking. In this article, an adaptive dynamic duty cycle mechanism for energy-efficient medium access control (ADE-MAC) is proposed for WMSNs. ADE-MAC uses a unique asynchronous duty cycle approach to schedule the sleep pattern of each sensor node which can be adapted according to the incoming traffic rate and queuing delay at each node. In the proposed system, the overhead of synchronization is avoided because every node has its own scheduling sleep, and the only sender node must wake up the receiver nodes by using preambles packets. The findings that result from comprehensive simulation show that ADE-MAC outperforms the baseline approaches in term of delivery ratio by 12%, less packet overhead by 28%, less end-to-end delay by 19%, and less power consumption by 41% compared to the baseline mechanisms.",none,
QoS mechanisms for MAC protocols in wireless sensor networks: a survey,https://onlinelibrary.wiley.com/doi/10.1049/iet-com.2018.5110,18,Review Article,Wiley,2019,"With the rapid development in ubiquitous smart sensors, wireless sensor networks (WSNs) have started to evolve into numerous applications including healthcare, military, agriculture, transportation, industry, internet of things (IOT), and smart cities. However, satisfying quality of service (QoS) requirements of various application domains remains a challenging issue due to the heterogeneous traffic flows, dynamic network conditions, and resource-constrained nature of sensor nodes. In this regard, application-specific QoS provisioning techniques have received considerable research attention at the medium access control (MAC) layer. This study presents a systematic review of the QoS mechanisms employed at the MAC layer in WSN and also highlights their open research issues. In addition, the survey presents a comparative analysis of various QoS-aware MAC protocols with emphasis on their strengths and limitations. Finally, this survey discusses various potential directions for future research in the field of QoS provisioning at the MAC layer.",none,
Reliable transmission scheduling for multi-channel wireless sensor networks with low-cost channel estimation,https://onlinelibrary.wiley.com/doi/10.1049/iet-com.2010.1008,9,Article,Wiley,2013,"The shared-medium nature and complex wireless environment of wireless sensor networks (WSNs) poses fundamental challenges to the design of effective transmission scheduling algorithms that are optimised with respect to superframe length and reliability. In this study, the authors propose an adaptive and reliable transmission scheduling algorithm for WSNs based on low-cost estimation of channel states. The authors establish a hierarchical scheduling framework on global centralised timeslot scheduling and local distributed channel scheduling. On the one hand, global centralised timeslot scheduling aims to guarantee global optimality of resource allocation, during which a mathematical reliability model is built to avoid resource waste by the stationary allocation method and improve the reliability of packet transmission. On the other hand, local distributed channel scheduling shares the responsibility of resource allocation. During channel scheduling, the channel model is constructed by the dynamic programming method and takes both probing cost and channel quality into consideration, which alleviates the uncertain and time-varying interference and overcomes the blindness of traditional methods. In contrast with previous works that do not consider link reliability and channel probing cost and often assume two channel states, the scheduling algorithm performs reliably for an arbitrary number of channels and arbitrary number of channel states. Extensive simulations and experiments under a variety of network environments have been conducted to validate our theoretical claims.",none,
Joint load balanced stable routing and communication segment assignment in mobile cognitive radio ad-hoc networks,https://onlinelibrary.wiley.com/doi/10.1002/dac.3710,4,RESEARCH ARTICLE,Wiley,2018,"The fundamental issues in mobile cognitive radio ad-hoc networks are the selection of the optimal stable paths between nodes and proper assignment of the frequency channels/time slots (communication segments) to the links. In this paper, a joint load balanced stable routing and communication segment assignment algorithm is proposed that considers jointly the mobility prediction, mitigating the co-channel interference and energy consumption. The novelty of the proposed algorithm lies in the increasing of the path stability, which benefits from the maximum link lifetime parameter and introduced weighting function to keep routes away from the PU's region. This avoids the negative impacts on the PUs' operations and decreases the conflict of the cognitive nodes. In the proposed algorithm, the concept of load balancing is considered that yields in the balancing energy consumption in the network, improving the network performance and distributing traffic loads on all available channels. The effectiveness of the proposed algorithm is verified by evaluating the aggregate interference energy, average end-to-end delay, goodput, and the energy usage per packet under 6 scenarios. The results show that the performance of the proposed algorithm is significantly better than the recently proposed joint stable routing and channel assignment protocol.",none,
Beacon-based routing protocols for underwater acoustic sensor networks,https://onlinelibrary.wiley.com/doi/10.1002/dac.3375,5,RESEARCH ARTICLE,Wiley,2017,"Underwater Acoustic Sensor Networks (UW-ASN) are provisioned with limited bandwidth, long variable propagation delay, limited available energy, highly unreliable acoustic channels, and random node mobility. Consequently, efficient data routing between source destination pair requires UW-ASN to apply a technology different than terrestrial networks. For the past few years researchers have proposed many robust and efficient routing protocols for UW-ASN, thus reviewing the challenges posed by stringent underwater environment. These protocols can be broadly categorized into localization based and localization-free protocols. This paper presents a critical review of beacon-based localization-free routing protocols and suggest possible solution to improve the working of studied beacon based protocols. This work categorizes beacon based protocols into hop-by-hop, end-to-end, single, and multiple parameters based forwarding protocols. This categorization will help to differentiate and identify the requirements for the development of new beacon-based protocols. Finally, this paper presents performance comparison based on simulation results and outlines the research gap and future directions.",none,
Self-Learning-Based Data Aggregation Scheduling Policy in Wireless Sensor Networks,https://onlinelibrary.wiley.com/doi/10.1155/2018/9647593,10,Research Article,Wiley,2018,"The problems of reducing the transmission delay and maximizing the sensor lifetime are always hot research topics in the domain of wireless sensor networks (WSNs). By excluding the influence of routing protocol on the transmission direction of data packets, the MAC protocol which controls the time point of transmission and reception is also an important factor on the communication performance. Many existing works attempt to address these problems by using time slot scheduling policy. However, most of them exploit the global network knowledge to construct a stationary scheduling, which violates the dynamic and scalable nature of WSNs. In order to realize the distributed computation and self-learning, we propose to integrate the Q-learning into the exploring process of an adaptive slot scheduling with high efficiency. Due to the convergence nature, the scheduling quickly approaches an approximate optimal sequence along with the execution of frames. By conducting the corresponding simulations, the feasibility and the high efficiency of the proposed method can be validated.",none,
"On the realization of VANET using named data networking: On improvement of VANET using NDN-based routing, caching, and security",https://onlinelibrary.wiley.com/doi/10.1002/dac.5348,none,RESEARCH ARTICLE,Wiley,2022,"Named data networking (NDN) presents a huge opportunity to tackle some of the unsolved issues of IP-based vehicular ad hoc networks (VANET). The core characteristics of NDN such as the name-based routing, in-network caching, and built-in data security provide better management of VANET proprieties (e.g., the high mobility, link intermittency, and dynamic topology). This study aims at providing a clear view of the state-of-the-art on the developments in place, in order to leverage the characteristics of NDN in VANET. We resort to a systematic literature review (SLR) to perform a reproducible study, gathering the proposed solutions and summarizing the main open challenges on implementing NDN-based VANET. There exist several related studies, but they are more focused on other topics such as forwarding. This work specifically restricts the focus on VANET improvements by NDN-based routing (not forwarding), caching, and security. The surveyed solution herein presented is performed between 2010 and 2021. The results show that proposals on the selected topics for NDN-based VANET are recent (mainly from 2016 to 2021). Among them, caching is the most investigated topic. Finally, the main findings and the possible roadmaps for further development are highlighted.",none,
Application communication reliability of wireless sensor networks,https://onlinelibrary.wiley.com/doi/10.1049/iet-wss.2013.0107,14,Research Articles,Wiley,2015,"This paper considers application communication reliability (ACR) of wireless sensor networks (WSNs) supporting K -coverage in the presence of shadowing for a specific monitored area. Application communication relates to the acquisition of sensed data from a specific area and network connectivity that concerns the reliable delivery of the observed data from sensor nodes to the sink node. The analytical evaluation of ACR involves two steps: first identifying all the K -coverage sets, and then evaluating the communication reliability of delivering the observed data from sensor nodes within the identified K -coverage sets to the sink node. Two single-path routing algorithms, shortest-path distance algorithm and shortest-path hop algorithm, are considered for evaluating the communication reliability during the second step. Their performances in terms of ACR and energy consumptions are compared through an empirical analysis of several examples. Results show that WSNs using the shortest-path distance algorithm are more reliable than those using the shortest-path hop algorithm in most cases, but consume more energy for delivering the sensed data to the sink node. Different scenarios are also considered to evaluate the impact of node density, channel condition and different monitored areas on ACR of WSNs.",none,
Certificate revocation schemes for providing secure QoS in MANETs,https://onlinelibrary.wiley.com/doi/10.1002/cpe.7524,none,RESEARCH ARTICLE,Wiley,2022,"Due to crucial exchange issues, security in mobile ad hoc networks (MANETs) is more complicated. It is vital to secure MANET exchanges to ensure the network's services development. In this research, the proposed model focuses on providing trust and certificate-based Malicious Node detection for mobile adhoc networks and improving certificate revocation based on cluster head. The cluster head is crucial in eliminating falsely accused nodes. The malicious node may be easily discovered and isolated from the network using the trusted value. If the trust value falls below the trust threshold value in a trust management, the node is identified as malicious, the certificate is canceled, and the node is isolated from the network. The TSQRS protocol's integration with the CRS scheme was the main emphasis of the suggested model. The proposed model also creates more stable clusters with the help of Trust manager. When compared to other current protocols and methodologies, the findings produced by the suggested approach for the TSQRS-CRS scheme improve performance and stability in the QoS of MANETs. Finally, certain parameters were used to run the simulation, which resulted in an improved Packet Delivery Ratio, Routing Overhead, and reduced Delay.",none,
An Optimized and Energy-Efficient Ad-Hoc On-Demand Distance Vector Routing Protocol Based on Dynamic Forwarding Probability (AODVI),https://onlinelibrary.wiley.com/doi/10.1155/2022/5750767,none,Research Article,Wiley,2022,"MANET (mobile ad-hoc network) is a wireless ad-hoc network made up of mobile devices that use peer-to-peer routing to provide network access instead of using a preexisting network infrastructure. Despite the network infrastructure’s simplicity, it faces issues such as changeable connection capacity, dynamic topology, node battery power exhaustion, and inadequate physical security. Broadcasting is a standard MANET approach for sending messages from a source node to all other nodes in the network. Flooding is a frequent method for broadcasting route request (RREQ) packets, which is susceptible to broadcast storms. The high retransmission rate is caused by the standard flooding technique, which causes media congestion and packet collisions, which can drastically reduce throughput and network performance. In a mobile ad-hoc network, efficient broadcasting focuses on selecting a compact forward node set while assuring broadcast coverage. The goal is to find a limited number of forward nodes that will provide complete coverage. In this paper, we propose an optimized and energy-efficient routing protocol for MANET (mobile ad-hoc network) based on dynamic forwarding probability in general and AODV (ad hoc on-demand distance vector) in particular, in which the route request packets are randomly controlled to increase the network lifetime and reduce packet loss in the flooding algorithm. We tested and assessed the results of our proposed solution using various network performance factors after implementing and integrating it into NS-2. According to simulation findings, our proposed technique effectively reduced route request propagation messages (RREQ). The suggested technique is more efficient, has a longer network lifetime, and uniformly utilizes node residual energy, enhancing network throughput and minimizing routing overhead when compared to regular and modified AODV protocols.",none,
Traffic offloading and resource allocation enabled hybrid satellite-terrestrial networks in cognitive integrated systems using a recurrent neuro-fuzzy model,https://onlinelibrary.wiley.com/doi/10.1002/sat.1530,none,ORIGINAL PAPER,Wiley,2024,"In recent years, the demand for high-speed and reliable communication networks has grown exponentially. To meet this demand, researchers and engineers have been exploring innovative solutions that combine the benefits of both satellite and terrestrial networks. The complexity of accurately modeling and predicting dynamic network conditions to optimize resource distribution and maintain seamless connectivity. The objective of this work is to develop and implement a recurrent neuro-fuzzy model (RNFM)for optimizing traffic offloading and resource allocation in hybrid satellite-terrestrial networks within cognitive integrated systems. This work, begins with cognitive integrated hybrid satellite-terrestrial networks employing spectrum-sharing techniques. These techniques integrate with software-defined networks (SDN) to facilitate traffic offloading in hybrid satellite-terrestrial networks (H-STN). The process incorporates a second-price sealed-bid auction mechanism to efficiently allocate resources. Joint resource allocation is then optimized using two convex optimization methods. This allocation, in turn, informs the resource allocation strategy. The system further incorporates user behavior analysis and employs a recurrent neuro-fuzzy model with deep feed-forward neural networks to enhance the accuracy and efficiency of the entire process. MATLAB simulation that incorporates adaptive learning algorithms and fuzzy logic to dynamically manage network resources and improve system efficiency. The findings show that the proposed technique outperforms both one-step and multi-step prediction algorithms with an accuracy increase of 99.23%. The future scope for this research is to integrate advanced machine learning algorithms, such as reinforcement learning, with the recurrent neuro-fuzzy model to further enhance dynamic traffic offloading and resource allocation in increasingly complex and heterogeneous satellite-terrestrial network environments.",none,
Optimization of Mobile Edge Computing Offloading Model for Distributed Wireless Sensor Devices,https://onlinelibrary.wiley.com/doi/10.1155/2022/9047737,6,Research Article,Wiley,2022,"The development and popularization of mobile Internet and wireless communication technology have spawned a large number of computation-intensive and delay-intensive applications. Limited computing resources and existing technologies cannot meet the performance requirements of new applications. Mobile edge computing technology can use wireless communication technology to offload data to be stored and computing tasks to the nearby assistant or edge server with idle resources. Based on the data offloading of distributed wireless sensor device to device communication, the architecture is designed and the basic framework of distributed mobile edge computing is constructed. To solve the problem of high mobile cloud computing technology, the offloading model of optimized mobile edge computing was proposed, and the stability and convergence of the proposed algorithm were proved. Finally, the system performance of the proposed algorithm is verified by simulation. The results show that the proposed algorithm can converge within a finite number of steps. Compared with other benchmark schemes, the proposed algorithm has better performance in reducing system energy consumption, reducing moving edge response delay and system total delay.",none,
Elite Oppositional Farmland Fertility Optimization Based Node Localization Technique for Wireless Networks,https://onlinelibrary.wiley.com/doi/10.1155/2022/5290028,24,Research Article,Wiley,2022,"Wireless networks include a set of nodes which are connected to one another via wireless links for communication purposes. Wireless sensor networks (WSN) are a type of wireless network, which utilizes sensor nodes to collect and communicate data. Node localization is a challenging problem in WSN which intends to determine the geographical coordinates of the sensors in WSN. It can be considered an optimization problem and can be addressed via metaheuristic algorithms. This study introduces an elite oppositional farmland fertility optimization-based node localization method for radio communication networks, called EOFFO-NLWN technique. It is the goal of the proposed EOFFO-NLWN technique to locate unknown nodes in the network by using anchor nodes as a starting point. As a result of merging the principles of elite oppositional-based learning (EOBL) and the agricultural fertility optimization algorithm (FFO), we have developed the EOFFO-NLWN approach, which is described in detail below. The EOBL concept makes it easier to populate the FFO algorithm’s population initialization, which results in an increase in the exploration rate. Various BNs and CRs were tested, and the findings revealed that the EOFFO-NLWN technique outperformed all other known techniques in all cases. A comprehensive experimental result analysis of the EOFFO-NLWN technique is performed under several measures, and the results described the sovereignty of the EOFFO-NLWN method associated to existing techniques.",none,
[Retracted] Deep Learning Techniques for Peer-to-Peer Physical Systems Based on Communication Networks,https://onlinelibrary.wiley.com/doi/10.1155/2022/8013640,33,Review Article,Wiley,2022,"Existing communication networks have inherent limitations in translation theory and adapt to address the complexity of repairing new remote applications at the highest possible level. For further investigation, you are more likely to pass this test using a data-driven program and increasing the exposure of your wireless network with limited distance resources. This study focuses on various deep learning strategies used in peer-to-peer communication networks. It discusses autoencoders, productive enemy networks, deep emotional networks, common neural networks, and long-term memory, all of which show promise in all aspects of a wireless communication network. In social networks, all of these strategies provide significant reliability, robustness, and cost-effective solutions. In-depth learning enhances test-based performance that helps design, develop, and adapt wireless communication networks.",none,
Energy efficient grid based k-means clustering algorithm for large scale wireless sensor networks,https://onlinelibrary.wiley.com/doi/10.1002/dac.5255,3,RESEARCH ARTICLE,Wiley,2022,"Hierarchical based routing is a kind of group-based routing that consists in creating of a virtual hierarchy among network sensor nodes. This class of routing technique is generally designed for large-scale networks. It aims to efficiently increase network lifetime by cutting the whole network into clusters. However, traditional clustering techniques show some limitations and do not take into consideration the self-organized with dynamic topology inherent in wireless sensor networks (WSNs). These limitations can lead to an unbalanced cluster head distribution that affects the whole network energy consumption. In this paper, we propose a grid-based k-means clustering protocol (named GBK), which combines grid-based routing with k-means algorithm in order to overcome the above mentioned weaknesses. From the supervised zone area size parameter, the base station determines the optimal grid size based on our optimization study. Afterwards, the k-means algorithm is executed in every grid cell generating a cluster head per cell grid where the nearest node to the grid cell centroid is elected. An enhancement of this proposed GBK algorithm named GBK-R is also proposed to extend network stability of the GBK algorithm by node scoring calculation that take as parameters the node remaining energy in addition to the distance to centroid. Our proposed GBK and GBK-R algorithms allow for an enhanced network stability and increase the network lifetime as demonstrated by our performance evaluation study. In addition, this GBK clustering algorithm provides a better network topology control and a better control of the random nature of node distribution by generating cluster heads with bounded localization.",none,
The applications of the routing protocol for low-power and lossy networks (RPL) on the internet of mobile things,https://onlinelibrary.wiley.com/doi/10.1002/dac.5253,3,RESEARCH ARTICLE,Wiley,2022,"Internet of Mobile Things (IoMT) have become very popular recently. The routing protocol for low power and lossy networks (RPL) is standardized for static topologies. However, mobility is the nature of IoT. Mobility serves as a promising candidate to harness hand-off time issues, delay in data transmission, overhead, and low packet delivery rate (PDR) effectively. This study presents a comprehensive account of the mobility-aware RPL-based routing protocols to validate and compare the experimental results. Remarkably, classification methods are used in many articles. The aim is to introduce significant research efforts to improve RPL objective functions (OF) performance in hand-off time, PDR, delay, overhead, and so forth. In this regard, a complete analysis of the existing routing protocols in IoMT has been presented to compare the results. The main focus of this study is on approaches that proposed new OFs for supporting mobility in RPL. Two main categories are considered to study RPL-based routing protocol mechanisms: The mobile and static sink. The related studies on the mobile sink are divided into three groups: Single metric-based OF, composite metric OF, and hybrid routing protocols. Also, the related works based on the static sink are categorized into four groups: Fuzzy logic-based OF, trickle timer-based OF, composite metrics-based OF, and modification control messages-based OF approach. This paper presents a detailed comparison of mechanisms in each category. It also highlights the pros, cons, open issues, and evaluated metrics of each paper. Besides, challenges of mobility in the RPL-based routing protocol mechanism in IoMT for future studies.",none,
Heuristic Localization Algorithm with a Novel Error Control Mechanism for Wireless Sensor Networks with Few Anchor Nodes,https://onlinelibrary.wiley.com/doi/10.1155/2018/5190543,3,Research Article,Wiley,2018,"A novel iterative localization algorithm with high accuracy and low anchor node dependency for large-scale wireless sensor networks is proposed in this paper. At each iteration, blind nodes are located using a weighted linear least squares-based algorithm. To prevent errors in the blind nodes from propagating and accumulating throughout the network, an anchor geometric feature-based error control mechanism is used to select the nodes that participate in the localization and to estimate the localization confidence. The simulation results show that the algorithm can be used when only a few anchor nodes are involved. This algorithm is more advanced than traditional methods, which often require a large number of well-placed anchor nodes to operate appropriately. By optimizing the decision parameter v of the algorithm, the average localization error of the algorithm is approximately 0.43 meters. When the ratio of anchor nodes (the ratio of the number of anchor nodes to the number of sensor nodes in the network) is 1.25% (i.e., 5 anchor nodes for 400 sensor nodes), the received signal strength indicator (RSSI) variance is 8 dBm, and the radio range is 50 meters. A comparison of the proposed algorithm with global localization methods, including multidimensional scaling (MDS), semidefinite programming (SDP), and shortest-path access (SPA), shows that the proposed algorithm achieves higher location accuracy and stability when the number of anchor nodes is varied. The efficiency of the proposed localization algorithm is evaluated in a real sensor network, and the accuracy is high and robust to radio channel variance.",none,
Enhanced Route Discovery Mechanism Using Improved CH Selection Using Q-Learning to Minimize Delay,https://onlinelibrary.wiley.com/doi/10.1155/2022/3187858,2,Research Article,Wiley,2022,"With the technological advancements, practical challenges of establishing long-distance communication should be addressed using hop-oriented routing networks. However, long-distance data transmissions usually deteriorate the quality of service (QoS) especially in terms of considerable communication delay. Therefore, in the presented work, a reward-based routing mechanism is proposed that aims at minimizing the overall delay which is evaluated under various scenarios. The routing process involved a refined CH selection mechanism based on a mathematical model until a threshold simulation is not attained. The illustrations for the coverage calculations of CH in the route discovery are also provided for possible routes between the source and the destination to deliver quality service. Based on this information, the data gathered from the past simulations is passed to the learning mechanism using the Q-learning model. The work is evaluated in terms of throughput, PDR, and first dead node in order to achieve minimal transmission delay. Furthermore, area variation is also involved to investigate the effect of an increase in the deployment area and number of nodes on a Q-learning-based mechanism aimed to minimize the delay. The comparative analysis against four existing studies justifies the success of the proposed mechanism in terms of throughput, first dead node, and delay analysis.",none,
